CODGEO;Code département;Code de la commune;LIBGEO;population_totale;taux_diplome_universitaire_total;taux_bac_ou_moins_total;taux_universitaire_16_24_ans;taux_bac_ou_moins_16_24_ans;taux_universitaire_25_ans_et_plus;taux_bac_ou_moins_25_ans_et_plus
56176;56;176;Pluneret;6346;25.76;74.24;20.4;79.6;26.12;73.88
56177;56;177;Pluvigner;7353;21.32;78.68;23.08;76.92;21.22;78.78
56178;56;178;Pontivy;14537;23.18;76.82;22.57;77.43;23.24;76.76
56179;56;179;Pont-Scorff;3987;25.48;74.52;10.81;89.19;26.2;73.8
56180;56;180;Porcaro;667;16.04;83.96;0.0;100.0;16.9;83.1
56181;56;181;Port-Louis;2899;23.08;76.92;18.67;81.33;23.19;76.81
56182;56;182;Priziac;903;12.18;87.82;0.0;100.0;13.17;86.83
56184;56;184;Questembert;7544;19.27;80.73;15.72;84.28;19.51;80.49
56185;56;185;Quéven;8877;22.03;77.97;17.68;82.32;22.29;77.71
56186;56;186;Quiberon;5083;19.36;80.64;10.57;89.43;19.77;80.23
56188;56;188;Quistinic;1382;21.64;78.36;8.51;91.49;22.1;77.9
56189;56;189;Radenac;974;15.71;84.29;8.62;91.38;16.16;83.84
56190;56;190;Réguiny;1757;16.22;83.78;24.56;75.44;15.64;84.36
56191;56;191;Réminiac;440;25.0;75.0;42.86;57.14;23.46;76.54
56193;56;193;Riantec;5877;20.54;79.46;14.51;85.49;20.74;79.26
56194;56;194;Rieux;2497;13.78;86.22;18.81;81.19;13.56;86.44
56195;56;195;La Roche-Bernard;811;26.14;73.86;14.06;85.94;27.18;72.82
56196;56;196;Rochefort-en-Terre;706;17.85;82.15;22.73;77.27;17.69;82.31
56197;56;197;Val d'Oust;2593;16.85;83.15;17.24;82.76;16.83;83.17
56198;56;198;Rohan;1373;12.09;87.91;20.0;80.0;11.79;88.21
56199;56;199;Roudouallec;702;18.23;81.77;37.5;62.5;16.03;83.97
56200;56;200;Ruffiac;1223;13.16;86.84;16.36;83.64;13.01;86.99
56201;56;201;Le Saint;565;15.22;84.78;;;15.22;84.78
56202;56;202;Saint-Abraham;483;19.25;80.75;23.26;76.74;18.86;81.14
56203;56;203;Saint-Aignan;617;22.2;77.8;0.0;100.0;22.5;77.5
56204;56;204;Saint-Allouestre;523;9.75;90.25;20.0;80.0;8.67;91.33
56205;56;205;Saint-Armel;972;24.18;75.82;19.23;80.77;24.31;75.69
56206;56;206;Saint-Avé;12444;26.8;73.2;25.55;74.45;26.88;73.12
56207;56;207;Saint-Barthélemy;1083;18.28;81.72;13.33;86.67;18.42;81.58
56208;56;208;Saint-Brieuc-de-Mauron;290;24.83;75.17;0.0;100.0;26.09;73.91
56209;56;209;Sainte-Brigitte;215;23.26;76.74;33.33;66.67;22.5;77.5
56210;56;210;Saint-Caradec-Trégomel;430;16.74;83.26;26.32;73.68;16.3;83.7
56211;56;211;Saint-Congard;763;20.97;79.03;0.0;100.0;22.28;77.72
56212;56;212;Saint-Dolay;2536;19.44;80.56;12.07;87.93;19.79;80.21
56213;56;213;Saint-Gérand-Croixanvec;1183;20.54;79.46;26.67;73.33;20.38;79.62
56214;56;214;Saint-Gildas-de-Rhuys;1851;23.82;76.18;19.05;80.95;23.88;76.12
56215;56;215;Saint-Gonnery;1015;20.2;79.8;0.0;100.0;20.28;79.72
56216;56;216;Saint-Gorgon;370;13.24;86.76;25.0;75.0;12.71;87.29
56218;56;218;Saint-Gravé;708;15.82;84.18;15.38;84.62;15.84;84.16
56219;56;219;Saint-Guyomard;1229;18.88;81.12;15.38;84.62;19.07;80.93
56220;56;220;Sainte-Hélène;1314;23.59;76.41;35.71;64.29;22.91;77.09
56221;56;221;Saint-Jacut-les-Pins;1617;13.61;86.39;11.48;88.52;13.78;86.22
56222;56;222;Saint-Jean-Brévelay;2587;15.62;84.38;0.0;100.0;16.49;83.51
56223;56;223;Saint-Jean-la-Poterie;1489;20.89;79.11;0.0;100.0;21.48;78.52
56224;56;224;Saint-Laurent-sur-Oust;347;15.56;84.44;25.64;74.36;14.29;85.71
56225;56;225;Saint-Léry;167;15.57;84.43;0.0;100.0;15.95;84.05
56226;56;226;Saint-Malo-de-Beignon;571;28.37;71.63;31.08;68.92;27.97;72.03
56227;56;227;Saint-Malo-des-Trois-Fontaines;462;13.2;86.8;26.67;73.33;11.75;88.25
56228;56;228;Saint-Marcel;1103;21.49;78.51;15.38;84.62;21.87;78.13
56229;56;229;Saint-Martin-sur-Oust;1171;12.72;87.28;16.95;83.05;12.5;87.5
56230;56;230;Saint-Nicolas-du-Tertre;432;19.44;80.56;39.13;60.87;18.34;81.66
56231;56;231;Saint-Nolff;3905;25.2;74.8;20.55;79.45;25.38;74.62
56232;56;232;Saint-Perreux;1017;17.11;82.89;29.31;70.69;16.37;83.63
56233;56;233;Saint-Philibert;1804;26.44;73.56;25.0;75.0;26.47;73.53
56234;56;234;Saint-Pierre-Quiberon;2535;24.85;75.15;26.56;73.44;24.81;75.19
56236;56;236;Saint-Servant;760;16.45;83.55;45.28;54.72;14.29;85.71
56237;56;237;Saint-Thuriau;1813;19.69;80.31;12.35;87.65;20.03;79.97
56238;56;238;Saint-Tugdual;349;11.17;88.83;0.0;100.0;11.85;88.15
56239;56;239;Saint-Vincent-sur-Oust;1579;22.55;77.45;27.97;72.03;22.11;77.89
56240;56;240;Sarzeau;10205;23.28;76.72;18.52;81.48;23.45;76.55
56241;56;241;Sauzon;1085;24.61;75.39;0.0;100.0;24.81;75.19
56242;56;242;Séglien;557;14.18;85.82;33.33;66.67;13.32;86.68
56243;56;243;Séné;9859;26.87;73.13;22.27;77.73;27.11;72.89
56244;56;244;Sérent;3102;18.79;81.21;14.56;85.44;19.02;80.98
56245;56;245;Silfiac;452;13.05;86.95;0.0;100.0;14.15;85.85
56246;56;246;Le Sourn;1992;19.78;80.22;22.22;77.78;19.72;80.28
56247;56;247;Sulniac;3672;22.36;77.64;20.51;79.49;22.46;77.54
56248;56;248;Surzur;5205;28.51;71.49;28.71;71.29;28.5;71.5
56249;56;249;Taupont;2235;20.45;79.55;12.38;87.62;20.85;79.15
56250;56;250;Théhillac;571;21.54;78.46;28.57;71.43;21.08;78.92
56251;56;251;Theix-Noyalo;8682;25.59;74.41;18.41;81.59;25.91;74.09
56252;56;252;Le Tour-du-Parc;1401;25.77;74.23;11.11;88.89;26.25;73.75
56253;56;253;Tréal;627;18.5;81.5;25.0;75.0;18.33;81.67
56254;56;254;Trédion;1169;19.42;80.58;15.38;84.62;19.66;80.34
56255;56;255;Treffléan;2373;24.74;75.26;13.33;86.67;25.26;74.74
56256;56;256;Tréhorenteuc;105;19.05;80.95;;;19.05;80.95
56257;56;257;La Trinité-Porhoët;642;12.77;87.23;0.0;100.0;13.38;86.62
56258;56;258;La Trinité-sur-Mer;2282;32.47;67.53;18.37;81.63;32.78;67.22
56259;56;259;La Trinité-Surzur;1621;25.11;74.89;17.65;82.35;25.52;74.48
56260;56;260;Vannes;60735;29.26;70.74;24.67;75.33;29.7;70.3
56261;56;261;La Vraie-Croix;1389;23.33;76.67;22.5;77.5;23.35;76.65
56262;56;262;Le Bono;2907;30.65;69.35;14.71;85.29;31.03;68.97
56263;56;263;Sainte-Anne-d'Auray;2841;24.96;75.04;27.64;72.36;24.83;75.17
56264;56;264;Kernascléden;400;17.25;82.75;19.05;80.95;17.04;82.96
